inlineMaxLen,compressMinLen,lowPressureThreshold,highPressureThreshold,hotAccessThreshold,prefixSimilarityMinShared,mean_compression_ratio,small_ratio,medium_ratio,large_ratio,high-prefix-similarity_ratio,random-identifiers_ratio,nested-scopes_ratio,hot-cold-access_ratio,memory-stress_ratio
8,8,0.3,0.75,2,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,2,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,2,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.3,0.75,3,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.3,0.75,3,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,3,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,3,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,3,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.3,0.75,4,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.3,0.75,4,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,4,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,4,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,4,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.3,0.75,5,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.3,0.75,5,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,5,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,5,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,5,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.3,0.75,6,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.3,0.75,6,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,6,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,6,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.3,0.75,6,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.3,0.8,2,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.3,0.8,2,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,2,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,2,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,2,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.3,0.8,3,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.3,0.8,3,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,3,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,3,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,3,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.3,0.8,4,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.3,0.8,4,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,4,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,4,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,4,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.3,0.8,5,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.3,0.8,5,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,5,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,5,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,5,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.3,0.8,6,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.3,0.8,6,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,6,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,6,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.3,0.8,6,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.3,0.85,2,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.3,0.85,2,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,2,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,2,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,2,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.3,0.85,3,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.3,0.85,3,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,3,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,3,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,3,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.3,0.85,4,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.3,0.85,4,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,4,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,4,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,4,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.3,0.85,5,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.3,0.85,5,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,5,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,5,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,5,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.3,0.85,6,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.3,0.85,6,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,6,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,6,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.3,0.85,6,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.3,0.9,2,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.3,0.9,2,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,2,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,2,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,2,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.3,0.9,3,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.3,0.9,3,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,3,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,3,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,3,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.3,0.9,4,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.3,0.9,4,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,4,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,4,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,4,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.3,0.9,5,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.3,0.9,5,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,5,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,5,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,5,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.3,0.9,6,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.3,0.9,6,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,6,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,6,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.3,0.9,6,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.4,0.7,2,2,1.54873,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59716
8,8,0.4,0.7,2,3,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,2,4,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,2,5,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,2,6,1.54502,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59716
8,8,0.4,0.7,3,2,1.54873,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59716
8,8,0.4,0.7,3,3,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,3,4,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,3,5,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,3,6,1.54502,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59716
8,8,0.4,0.7,4,2,1.54873,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59716
8,8,0.4,0.7,4,3,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,4,4,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,4,5,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,4,6,1.54502,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59716
8,8,0.4,0.7,5,2,1.54873,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59716
8,8,0.4,0.7,5,3,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,5,4,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,5,5,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,5,6,1.54502,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59716
8,8,0.4,0.7,6,2,1.54873,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59716
8,8,0.4,0.7,6,3,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,6,4,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,6,5,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.4,0.7,6,6,1.54502,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59716
8,8,0.4,0.75,2,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.4,0.75,2,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,2,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,2,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,2,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.4,0.75,3,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.4,0.75,3,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,3,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,3,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,3,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.4,0.75,4,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.4,0.75,4,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,4,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,4,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,4,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.4,0.75,5,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.4,0.75,5,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,5,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,5,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,5,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.4,0.75,6,2,1.54837,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59429
8,8,0.4,0.75,6,3,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,6,4,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,6,5,1.54737,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59429
8,8,0.4,0.75,6,6,1.54466,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59429
8,8,0.4,0.8,2,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.4,0.8,2,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,2,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,2,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,2,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.4,0.8,3,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.4,0.8,3,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,3,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,3,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,3,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.4,0.8,4,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.4,0.8,4,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,4,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,4,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,4,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.4,0.8,5,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.4,0.8,5,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,5,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,5,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,5,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.4,0.8,6,2,1.54801,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59138
8,8,0.4,0.8,6,3,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,6,4,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,6,5,1.54701,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59138
8,8,0.4,0.8,6,6,1.54429,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.59138
8,8,0.4,0.85,2,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.4,0.85,2,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,2,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,2,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,2,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.4,0.85,3,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.4,0.85,3,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,3,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,3,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,3,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.4,0.85,4,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.4,0.85,4,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,4,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,4,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,4,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.4,0.85,5,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.4,0.85,5,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,5,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,5,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,5,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.4,0.85,6,2,1.54764,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58845
8,8,0.4,0.85,6,3,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,6,4,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,6,5,1.54664,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58845
8,8,0.4,0.85,6,6,1.54393,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58845
8,8,0.4,0.9,2,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.4,0.9,2,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,2,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,2,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,2,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.4,0.9,3,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.4,0.9,3,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,3,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,3,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,3,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.4,0.9,4,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.4,0.9,4,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,4,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,4,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,4,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.4,0.9,5,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.4,0.9,5,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,5,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,5,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,5,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.4,0.9,6,2,1.54728,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.58554
8,8,0.4,0.9,6,3,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,6,4,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,6,5,1.54628,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.58554
8,8,0.4,0.9,6,6,1.54356,1.31361,1.23299,1.22729,2.58975,1.15857,2.01988,1.22087,1.58554
8,8,0.5,0.7,2,2,1.54873,1.32074,1.23329,1.2275,2.58975,1.15857,2.04159,1.22125,1.59716
8,8,0.5,0.7,2,3,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.5,0.7,2,4,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
8,8,0.5,0.7,2,5,1.54773,1.31361,1.23299,1.22729,2.58975,1.15857,2.04159,1.22087,1.59716
